VIN (1-10),City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Electric Utility,Longitude,Latitude
5YJSA1E54P,Seattle,WA,98101.0,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,68.0,69131.25,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.335345,47.61079
WBY1Z4C57G,Vancouver,WA,98660.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,61478.45,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.675975,45.630465
5YJSA1E57M,Kent,WA,98031.0,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,114.0,35747.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2012521,47.3931814
5YJ3E1EB8J,Seattle,WA,98122.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30839,47.610365
1N4AZ0CP4G,Rochester,WA,98579.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,43879.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,-123.09575,46.82114
7SAXCAE58P,Longview,WA,98632.0,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,-122.9379953,46.1372997
5YJ3E1EA2P,Seattle,WA,98117.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,58.0,78195.75,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.37275,47.68968
7SAYGDEE5P,Redmond,WA,98052.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,76.0,53751.75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
7SAYGDEE2N,Seattle,WA,98144.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30823,47.581975
5YJYGDEF8L,Port Townsend,WA,98368.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,59900.0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,-122.7644197,48.1195874
5YJYGDEE5L,Renton,WA,98059.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.15734,47.487175
5YJ3E1EB9K,Bellevue,WA,98007.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.147385,47.599975
7SAYGDEF6P,Seattle,WA,98118.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,62.0,76782.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.28339,47.549285
5YJXCAE28H,Sammamish,WA,98074.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,65945.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.0313266,47.6285782
5YJ3E1EA9J,Bellevue,WA,98005.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16085,47.624515
5YJXCBE22J,Sammamish,WA,98075.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,106345.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03309,47.58153
3FMTK3SU7P,Spokane,WA,99212.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,73.0,61388.0,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,-117.288055,47.68043
1G1RA6S57H,Port Ludlow,WA,98365.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83089.5,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,-122.6872285,47.9281524
7SAYGDEEXP,Seattle,WA,98146.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,111.0,33950.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.355145,47.505655
KNDC4DLCXP,Centralia,WA,98531.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,53.02,83086.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,-122.962555,46.716875
1N4AZ0CP6F,Mount Vernon,WA,98273.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,44107.5,PUGET SOUND ENERGY INC,-122.338975,48.41333
5YJ3E1EB3P,Lake Stevens,WA,98258.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC,-122.112265,48.0047
5YJSA1E26H,Seattle,WA,98112.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,74838.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30764,47.62523
WVGUNPE21N,Puyallup,WA,98372.0,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,124.99,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.28718,47.190465
1G1RA6S59H,Gig Harbor,WA,98335.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.5835454,47.3234488
WVGRMPE23M,Everett,WA,98208.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,75.0,54417.0,PUGET SOUND ENERGY INC,-122.2247757,47.9156409
WBY8P4C51K,Kirkland,WA,98034.0,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126.0,38264.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
1G1RD6S55H,Burien,WA,98168.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83113.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.286465,47.476
5YJYGDEF4L,Ferndale,WA,98248.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,59900.0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.6011039,48.85324
YV4ED3UR7M,Seattle,WA,98116.0,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,103.32,33310.15,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.38679,47.56484
1G1RD6S52H,Port Orchard,WA,98366.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC,-122.639265,47.5373
WVGUNPE21N,Lacey,WA,98503.0,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,111.0,33950.0,PUGET SOUND ENERGY INC,-122.8285,47.03646
1FTVW1ELXN,Eastsound,WA,98245.0,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,111.0,33950.0,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,-122.907229,48.7016716
KM8KNDAF6P,Olympia,WA,98506.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC,-122.8874781,47.0519573
KNDC3DLC0N,Shoreline,WA,98133.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,58.0,78223.8,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34584,47.76726
1G1RD6S5XH,Woodinville,WA,98072.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83108.1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.151665,47.75855
KM8KNDAFXP,University Place,WA,98467.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,93.0,32250.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.5404512,47.2074166
1N4AZ1CP6K,Oak Harbor,WA,98277.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,47970.5,PUGET SOUND ENERGY INC,-122.6788673,48.2897314
5YJ3E1EA3K,Elma,WA,98541.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,-123.410105,47.00679
5YJSA1E2XG,Sammamish,WA,98075.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,74838.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03309,47.58153
WBY1Z4C53F,Bellevue,WA,98004.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62128.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
1G1FX6S02H,La Center,WA,98629.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107515.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.6706246,45.8662548
5YJYGDEE6M,Carnation,WA,98014.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.9105947,47.6483005
7SAYGDEE0P,Friday Harbor,WA,98250.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,124.33333333333348,37904.5,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,-123.022255,48.531355
1G1RD6S5XG,Seattle,WA,98106.0,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83106.75,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.356145,47.52104
WBY1Z4C52F,Lynnwood,WA,98036.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62105.7,PUGET SOUND ENERGY INC,-122.316675,47.819365
5YJ3E1EAXP,Seattle,WA,98101.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,68.0,69131.25,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.335345,47.61079
WBY1Z4C50F,Eastsound,WA,98245.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62135.625,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,-122.907229,48.7016716
7PDSGABA4P,Seattle,WA,98108.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3268963,47.5499519
1G1RB6S51H,Seattle,WA,98126.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83167.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.374105,47.54468
1G1RB6S59H,Seattle,WA,98116.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.38679,47.56484
7SAYGDEE9P,Seattle,WA,98117.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,58.0,78195.75,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.37275,47.68968
3FMTK2SU9N,Kalama,WA,98625.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,80.32,46055.45,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,-122.839465,46.009825
7SAYGDEE1P,Seattle,WA,98103.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,124.9655172413792,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34301,47.659185
WBY7Z4C51J,Seattle,WA,98116.0,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32503.85,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.38679,47.56484
1G1RC6S57H,Vancouver,WA,98683.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,82506.95,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.4853873,45.6083347
1G1FW6S04H,Covington,WA,98042.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107359.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.111625,47.36078
7SAYGDEE2P,Seattle,WA,98108.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3268963,47.5499519
3C3CFFGE7K,Shoreline,WA,98133.0,2019,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,43958.1,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34584,47.76726
1FT6W1EV1N,Auburn,WA,98092.0,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,75.0,54468.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.1820969,47.3198995
1G1RA6S5XH,Snoqualmie,WA,98065.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83131.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.8740496,47.5345546
7PDSGABL7P,Seattle,WA,98101.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,68.0,69131.25,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.335345,47.61079
5YJ3E1EAXN,Seatac,WA,98148.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,53.0,83167.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.32863,47.46233
WBY73AW04N,Seattle,WA,98116.0,2022,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,103.32,33310.15,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.38679,47.56484
1N4AZ1CPXJ,Lake Forest Park,WA,98155.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,48330.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
1N4AZ1CP5K,Marysville,WA,98271.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,47970.5,PUGET SOUND ENERGY INC,-122.1713847,48.10433
5YJ3E1EB2K,Poulsbo,WA,98370.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,PUGET SOUND ENERGY INC,-122.64177,47.737525
WBY7Z4C56J,Tacoma,WA,98445.0,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32574.35,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,-122.40872,47.165675
5YJSA1E55N,Vancouver,WA,98682.0,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.5146473,45.67862
1G1RB6S51J,Edmonds,WA,98020.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC,-122.37507,47.80807
1G1RB6S54H,Bremerton,WA,98312.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC,-122.65223,47.57192
7SAYGDEF2N,Carnation,WA,98014.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.9105947,47.6483005
5YJXCDE45L,Auburn,WA,98092.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.1820969,47.3198995
1G1RC6S52G,Vashon,WA,98070.0,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.46049,47.44873
7SAYGDEEXP,Sammamish,WA,98075.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,71.87,62128.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03309,47.58153
7SAYGDEF6N,Seattle,WA,98118.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,62.0,76782.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.28339,47.549285
5YJYGDEE5L,Port Townsend,WA,98368.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,59900.0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,-122.7644197,48.1195874
5YJ3E1EB1J,Des Moines,WA,98198.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.3219166,47.4013897
5YJXCAE28K,Moses Lake,WA,98837.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,59900.0,PUD NO 2 OF GRANT COUNTY,-119.2599876,47.1240154
7SAYGDEE8P,Friday Harbor,WA,98250.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,124.33333333333348,37904.5,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,-123.022255,48.531355
1G1RA6S58J,Ridgefield,WA,98642.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,82466.45,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.74291,45.818445
1N4BZ0CP9H,Kirkland,WA,98034.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,33596.65,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
WBY1Z4C54G,Seattle,WA,98126.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62242.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.374105,47.54468
5YJ3E1EA6J,Brier,WA,98036.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC,-122.316675,47.819365
WBY1Z4C54F,Everett,WA,98201.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62071.5,PUGET SOUND ENERGY INC,-122.20722,47.979935
7SAYGDEF2P,Moses Lake,WA,98837.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,105.56,33491.6,PUD NO 2 OF GRANT COUNTY,-119.2599876,47.1240154
1G1RB6S57H,Bellevue,WA,98006.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83121.21428571433,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16937,47.571015
5YJXCAE2XH,Redmond,WA,98052.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,65945.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
YV4ED3GM2P,Seattle,WA,98125.0,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,101.62,33186.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
WBY1Z4C51G,Spokane Valley,WA,99206.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62071.5,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,-117.24549,47.6534
7FCTGAAA4P,Vancouver,WA,98682.0,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.5146473,45.67862
KNDC34LAXP,Kent,WA,98031.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,114.0,35747.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2012521,47.3931814
WBY7Z4C58J,Seattle,WA,98144.0,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32532.05,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30823,47.581975
7SAXCBE60N,Seattle,WA,98116.0,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,103.32,33310.15,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.38679,47.56484
1N4AZ1CP1K,Seattle,WA,98116.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,47970.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.38679,47.56484
5YJ3E1EB2M,Seattle,WA,98136.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,93.0,31950.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.388675,47.5415
1N4AZ1CP2K,Seattle,WA,98115.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,47970.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3185,47.67949
7SAYGDEE6N,Seattle,WA,98105.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,53.0,83167.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.319115,47.66132
1G1FZ6S02K,Seattle,WA,98119.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107710.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.363815,47.63046
1G1RD6S51H,Vancouver,WA,98682.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,82507.95,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.5146473,45.67862
5YJSA1H21F,Bellevue,WA,98006.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,69900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16937,47.571015
WVWKP7AU5G,Seattle,WA,98115.0,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,46020.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3185,47.67949
5YJ3E1EB1K,Seattle,WA,98134.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.329815,47.57981
WBY1Z8C38H,Bothell,WA,98012.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32503.85,PUGET SOUND ENERGY INC,-122.1873,47.820245
