VIN (1-10),City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Electric Utility,Longitude,Latitude
5YJ3E1EAXL,Bellevue,WA,98007.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.147385,47.599975
WVWKR7AU4K,Tukwila,WA,98168.0,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.286465,47.476
5YJ3E1EA1L,Sammamish,WA,98029.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.9993659,47.5484866
1G1FY6S00L,Port Hadlock,WA,98339.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,75098.0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,-122.7759694,48.041403
1FTVW1EL3P,Vancouver,WA,98662.0,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,105.12,33443.85,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.5918493,45.6617058
1G1RA6S51J,Bremerton,WA,98312.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC,-122.65223,47.57192
1N4AZ1CPXJ,Snohomish,WA,98296.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,48330.0,PUGET SOUND ENERGY INC,-122.15134,47.8851158
5YJ3E1EB1L,Mercer Island,WA,98040.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2377542,47.582905
1G1RA6S55J,Everett,WA,98204.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC,-122.240535,47.91139
5YJ3E1EA6H,Kirkland,WA,98034.0,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
5YJ3E1EB5K,Sammamish,WA,98075.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03309,47.58153
1G1RA6S5XH,Redmond,WA,98052.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83120.25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
1N4AZ1CP1J,Seattle,WA,98133.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,48330.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34584,47.76726
KNDCE3LG0L,Bothell,WA,98021.0,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,108076.0,PUGET SOUND ENERGY INC,-122.179458,47.802589
5YJXCBE27H,Stanwood,WA,98292.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,65945.5,PUGET SOUND ENERGY INC,-122.3684051,48.2414921
1G1RA6S51H,Tacoma,WA,98408.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.438105,47.20322
WVGGNPE24N,Everett,WA,98208.0,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,75.0,54417.0,PUGET SOUND ENERGY INC,-122.2247757,47.9156409
KM8K53AG0L,Seattle,WA,98117.0,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258.0,76177.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.37275,47.68968
WBY7Z4C50J,Vashon,WA,98070.0,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32503.85,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.46049,47.44873
5YJSA1E21H,Spokane,WA,99202.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,74838.5,MODERN ELECTRIC WATER COMPANY,-117.383045,47.661935
5YJSA1E24G,Gig Harbor,WA,98332.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,74838.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.589645,47.342345
1G1RD6S58G,La Center,WA,98629.0,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,82466.45,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.6706246,45.8662548
5YJSA1E12G,Kirkland,WA,98033.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,74838.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
1G1RB6S57H,Burien,WA,98146.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.355145,47.505655
WBY1Z4C52F,Spokane,WA,99204.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62220.5,MODERN ELECTRIC WATER COMPANY,-117.43167,47.64724
7SAYGDEFXP,Spokane,WA,99208.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,104.84,33434.3,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,-117.40725,47.718625
5YJSA1E22J,Seattle,WA,98125.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,99111.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
1N4AZ1CV2M,Shoreline,WA,98155.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
7SAYGDEE4P,Seattle,WA,98103.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,124.9655172413792,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34301,47.659185
7SAYGDEE8P,Bellingham,WA,98226.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.45493,48.76809
7FCTGAAA1P,Seattle,WA,98103.0,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,124.9655172413792,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34301,47.659185
WBY1Z8C30H,Seattle,WA,98105.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32644.85,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.319115,47.66132
7SAYGAEEXP,Renton,WA,98058.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.1298876,47.4451257
5YJ3E1EA9N,Seatac,WA,98148.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,53.0,83167.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.32863,47.46233
1N4BZ1BV9N,Bellingham,WA,98225.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.486115,48.761615
WBY1Z8C36H,Bellevue,WA,98007.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32539.1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.147385,47.599975
7SAYGAEE3P,Lake Tapps,WA,98391.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.183805,47.18062
1N4BZ0CP5H,Lake Forest Park,WA,98155.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,33596.65,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
KM8KNDAF0P,Seattle,WA,98105.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,53.0,83167.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.319115,47.66132
1N4BZ0CP2H,Mountlake Terrace,WA,98043.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,33596.65,PUGET SOUND ENERGY INC,-122.30842,47.78416
5YJYGDEE4M,Port Townsend,WA,98368.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,-122.7644197,48.1195874
1G1RC6S52H,Seattle,WA,98117.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83096.625,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.37275,47.68968
5YJSA1E22H,Sammamish,WA,98075.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,74838.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03309,47.58153
5YJXCDE25K,Seattle,WA,98122.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,59900.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30839,47.610365
WP0AC2Y14L,Mercer Island,WA,98040.0,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,192.0,63788.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2377542,47.582905
7PDSGABL5P,Fall City,WA,98024.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,72.0,62242.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.8936184,47.5640832
5YJ3E1EB4N,Bremerton,WA,98312.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,99.97,32995.0,PUGET SOUND ENERGY INC,-122.65223,47.57192
5YJ3E1EA8N,Seatac,WA,98148.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,53.0,83167.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.32863,47.46233
5YJ3E1EB6J,Newcastle,WA,98059.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.15734,47.487175
KNDC3DLC2N,Vancouver,WA,98664.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,99.97,32995.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.589388,45.6228731
1G1RC6S59H,Langley,WA,98260.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC,-122.408015,48.03557
1G1RA6S50J,Quincy,WA,98848.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83107.5,PUD NO 2 OF GRANT COUNTY,-119.8493873,47.2339933
JTMABABA4P,Puyallup,WA,98372.0,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,124.99,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.28718,47.190465
1FTVW1ELXP,Moses Lake,WA,98837.0,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,105.56,33491.6,PUD NO 2 OF GRANT COUNTY,-119.2599876,47.1240154
WVWKR7AU0K,Ronald,WA,98940.0,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125.0,37904.5,PUGET SOUND ENERGY INC,-121.0551802,47.2555714
KNDC3DLC3P,Bainbridge Island,WA,98110.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,114.0,35747.5,PUGET SOUND ENERGY INC,-122.5235781,47.6293323
5YJSA1E29J,Bremerton,WA,98312.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,99169.5,PUGET SOUND ENERGY INC,-122.65223,47.57192
WBY1Z4C59G,Mercer Island,WA,98040.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62071.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2377542,47.582905
WVWKP7AU4G,Seatac,WA,98032.0,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,46200.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.235475,47.3809
1G1RC6S55H,Seattle,WA,98125.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83116.875,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
WBY8P4C52K,Bainbridge Island,WA,98110.0,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126.0,38264.0,PUGET SOUND ENERGY INC,-122.5235781,47.6293323
1G1RA6S5XH,Mercer Island,WA,98040.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2377542,47.582905
1G1RB6S54H,Spokane,WA,99223.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,82498.45,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,-117.369705,47.62637
KNDCC3LG3N,Spokane Valley,WA,99212.0,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,73.0,61388.0,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,-117.288055,47.68043
5YJ3E1EAXK,Issaquah,WA,98029.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.9993659,47.5484866
1G1RA6S51J,Poulsbo,WA,98370.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC,-122.64177,47.737525
5YJYGAEE8M,Nine Mile Falls,WA,99026.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,NO KNOWN ELECTRIC UTILITY SERVICE,-117.5967686,47.8204962
WBY1Z8C57H,Vashon,WA,98070.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32503.85,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.46049,47.44873
1G1RD6S58H,Edwall,WA,99008.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,82466.45,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,-117.95109,47.5052517
WVWKP7AU2G,Seattle,WA,98116.0,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,45960.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.38679,47.56484
1G1RB6S55H,Olympia,WA,98503.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC,-122.8285,47.03646
5YJXCBE24J,Shoreline,WA,98133.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107573.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34584,47.76726
5YJYGAEE0M,Pullman,WA,99163.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,97.06,32512.85,AVISTA CORP,-117.17912,46.730885
WVGDMPE24M,Yakima,WA,98903.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,97.0,32611.85,PACIFICORP,-120.477805,46.553505
5YJ3E1EB3K,Bellevue,WA,98006.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16937,47.571015
7SAYGDEE5P,Lake Stevens,WA,98258.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC,-122.112265,48.0047
WBY7Z4C54J,Port Orchard,WA,98367.0,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32503.85,PUGET SOUND ENERGY INC,-122.6847073,47.50524
1G1FX6S0XH,Issaquah,WA,98029.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107047.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.9993659,47.5484866
5YJ3E1EC4M,Tacoma,WA,98465.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,72.0,62071.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.535405,47.24991
5YJ3E1EB7N,Lynnwood,WA,98037.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC,-122.297265,47.84182
1G1RA6S57J,Spanaway,WA,98387.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83106.75,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,-122.435115,47.1045
WBY1Z4C54G,Spokane,WA,99203.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62242.5,MODERN ELECTRIC WATER COMPANY,-117.425265,47.635365
7SAYGDEEXP,Redmond,WA,98052.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,76.0,53751.75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
1G1RC6S50H,Orcas,WA,98280.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83098.75,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,-122.9428013,48.5981289
1G1RA6S54J,Stanwood,WA,98292.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83112.0,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,-122.3684051,48.2414921
7SAYGAEE4P,Lake Forest Park,WA,98155.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
WBY1Z4C5XG,Bothell,WA,98011.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62109.50000000007,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20578,47.762405
KNDJX3AE2G,Bothell,WA,98012.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93.0,31950.0,PUGET SOUND ENERGY INC,-122.1873,47.820245
1G1RA6S51G,Edmonds,WA,98026.0,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83127.0,PUGET SOUND ENERGY INC,-122.335685,47.80372
1G1RA6S51H,Oak Harbor,WA,98277.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83167.5,PUGET SOUND ENERGY INC,-122.6788673,48.2897314
5YJ3E1EA6P,Lakewood,WA,98499.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,-122.5181098,47.1712579
5YJ3E1EB3J,Washougal,WA,98671.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),-122.35465,45.58359
3C3CFFGE1F,Spokane,WA,99224.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87.0,42612.5,MODERN ELECTRIC WATER COMPANY,-117.460225,47.64927
1G1FX6S09H,Seattle,WA,98126.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107710.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.374105,47.54468
5YJ3E1EA6P,Port Angeles,WA,98362.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,97.22,32652.3,BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),-123.425565,48.109795
1N4AZ0CP4G,Duvall,WA,98019.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,43858.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.9810747,47.7377962
3FMTK1RM7N,Port Orchard,WA,98366.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,106.88,33596.65,PUGET SOUND ENERGY INC,-122.639265,47.5373
5YJ3E1EA7P,Bonney Lake,WA,98391.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.183805,47.18062
WBY73AW0XP,Federal Way,WA,98023.0,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.36363,47.30675
1G1FX6S01N,Seattle,WA,98177.0,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,68.0,69076.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
1G1RA6S55H,Tacoma,WA,98408.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.438105,47.20322
WBY1Z4C53F,Ferndale,WA,98248.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62242.5,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.6011039,48.85324
7SAYGAEE5N,Seattle,WA,98118.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,62.0,76782.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.28339,47.549285
5YJ3E1EBXJ,Sammamish,WA,98074.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.0313266,47.6285782
7SAYGDEF5P,Lacey,WA,98513.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,97.0,32644.85,PUGET SOUND ENERGY INC,-122.817545,46.98876
WBY7Z4C54J,Spokane,WA,99224.0,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32586.85,MODERN ELECTRIC WATER COMPANY,-117.460225,47.64927
5YJ3E1EA1P,Tacoma,WA,98404.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.4096963,47.2174975
